risk_category,consolidation_status,lat,lng,address,street_number,height_regime,locality,county,year_built,apartment_count,surface,,examination_year,certified_expert,observations
U1,NO,44.4243169,26.04238056,Drumul TABEREI,"30 (bloc OD3, sc.1+2+3+4+5)",S+P+8E,Sector 6,București,1964,180,14668,14668,2017,Mihai URSĂCHESCU,
RS3,NO,44.4225508,26.026849,Drumul TABEREI,59 (bloc TD48),S+P+11E,Sector 6,București,1973,,4664,4664,1995,Constantin PAVEL,
U2,NO,44.44259,26.095413,Intrarea BISERICA ALBĂ,3,S+P+4E+Ma,Sector 1,București,1936,5,417,417,1997,Ion NICULA,
RS1,NO,44.419327,26.093541,Intrarea CALŢUNA,15,S+P+2E,Sector 4,București,1900,,273,273,1993,Gabriel NICULESCU,
RS1,NO,44.418824,26.093913,Intrarea CALŢUNA,17,S+P+1E,Sector 4,București,1900,,513,513,1993,Gabriel NICULESCU,
RS1,NO,44.428636,26.109743,Intrarea CLUCEREASA MARIA,6 (corp A+B+C),S+P+Ma; S+P;,Sector 3,București,1905,,,,1993,Dan POPESCU,
RS1,NO,44.43221,26.07844,Intrarea COSTACHE NEGRI,4,S+P+1E+Ma,Sector 5,București,1933,,,,1993,Armand NEFIAN,
U2,NO,44.446517,26.101241,Intrarea DACILOR,4,S+P+5E,Sector 1,București,1938,12,1375,1375,1998,Rodica VASILESCU,
RS1,NO,44.420855,26.098328,Intrarea DRAGUŞA,15,S+P+2E+Ma,Sector 4,București,1937,,330,330,1993,Traian POPP,
RS1,NO,44.42066,26.097875,Intrarea DRAGUŞA,5,S+P+1E+Ma,Sector 4,București,1938,,264,264,1993,Traian POPP,
RS2,NO,44.420777,26.09839,Intrarea DRAGUŞA,6,S+P+1E+Ma,Sector 4,București,1935,,240,240,1993,Traian POPP,
U3,NO,44.442511,26.116975,Intrarea DUMITRESCU PROCOPIE,4,S+P+2E,Sector 2,București,1929,8,748,748,1993,Adina SIMION,
N/A,NO,44.442677,26.117107,Intrarea DUMITRESCU PROCOPIE,6,S+P+2E,Sector 2,București,1936,,,,1993,Corneliu NICUT,
RS3,NO,44.4475679,26.087107,Intrarea DUMITRU LEMNEA,1,S+P+3E,Sector 1,București,1934,,750,750,1995,Horia DUGAN,
RS2,NO,44.447568,26.087107,Intrarea DUMITRU LEMNEA,18,S+P+2E+Ma,Sector 1,București,1930,,,,1993,Nicolae ROSCA,
RS3,NO,44.4477456,26.0870877,Intrarea DUMITRU LEMNEA,2,S+P+2E+Ma,Sector 1,București,1934,,600,600,1995,Horia DUGAN,
RS3,NO,44.447617,26.087301,Intrarea DUMITRU LEMNEA,6,S+P+2E,Sector 1,București,1939,3,465,465,1995,Leonid NEAGOE,
RS2,NO,44.447827,26.086912,Intrarea DUMITRU LEMNEA,7,S+P+2E+Ma,Sector 1,București,1939,,504,504,1995,Gheorghe DUMITRU,
RS2,NO,44.447883,26.087012,Intrarea DUMITRU LEMNEA,8,S+P+2E,Sector 1,București,1935,,652,652,1993,Dan POPESCU,
U2,NO,44.448649,26.08618,Intrarea FRUMOASĂ,6,S+P+7E,Sector 1,București,1936,4,390,390,1999,Maria.DARIE,
RS3,NO,44.449192,26.091382,Intrarea GHEORGHE MANU,1,S+Ds+P+3E,Sector 1,București,1935,,,,1994,Eugeniu IORDACHESCU,
RS2,NO,44.451096,26.098552,Intrarea GRIGORE CANTILLI,4,S+P+3E,Sector 1,București,1940,,675,675,1995,Silvia CARAMAN,
RS1,NO,44.4214237,26.1083182,Intrarea ÎNTRE GÂRLE,13,S+P+3E,Sector 4,București,1946,,,,1994,Traian POPP,
RS1,NO,44.4214861,26.1091038,Intrarea ÎNTRE GÂRLE,9,S+P+3E,Sector 4,București,1923,,,,1994,Traian POPP,
U2,NO,44.445656,26.1055,Intrarea IOANID,4,S+P+1E+Ma,Sector 2,București,1910,8,924,924,1999,Ovidiu GEORGESCU,
RS2,NO,44.449296,26.105965,Intrarea ION CĂLIN,2,S+P+2E+Ma,Sector 2,București,1939,,,,1994,Eugen ANTONESCU,
U2,NO,44.439942,26.106904,Intrarea ION LUCA CARAGIALE,8,S+P+4E,Sector 2,București,1933,13,173,173,1997,Grigore ARSENIE,
N/A,NO,44.43734,26.109225,Intrarea ITALIANA,2,S+P+2E+Ma,Sector 2,București,1934,,,,1993,Dan DUMITRESCU,
U1,NO,44.437519,26.109401,Intrarea ITALIANA,4,S+P+3E+Ma,Sector 2,București,1932,4,832,832,1993,Adina SIMION,
RS3,NO,44.428452,26.120676,Intrarea LICURICI,2,S+P+2E+Ma,Sector 3,București,1934,,,,1994,Dan STANCIULESCU,
RS3,NO,44.42801,26.120611,Intrarea LICURICI,4,S+P+2E+Ma,Sector 3,București,1934,,,,1994,Dan STANCIULESCU,
U3,NO,44.427788,26.120578,Intrarea LICURICI,5,S+P+2E+Ma,Sector 3,București,1934,12,16,16,1997,Ion POPA,
RS3,NO,44.447837,26.103882,Intrarea MIHAI EMINESCU,1,S+P+3E,Sector 2,București,1929,,,,1993,Radu PETROVICI,
N/A,NO,44.448538,26.103885,Intrarea MIHAI EMINESCU,3,S+P+2E+Ma,Sector 2,București,1932,,,,1993,Radu PETROVICI,
U3,NO,44.448827,26.096012,Intrarea MONEASA,5,Ds+P+2E+Pod,Sector 1,București,1935,9,372,372,2013,Constantin PAVEL,Încadrare în clasă de risc seismic în anul 2013
U1,NO,44.42079,26.109824,Intrarea NESTOREL,5,S+P+1E,Sector 4,București,1914,1,295,295,1993,Rodica ANGELESCU,
RS1,NO,44.435585,26.109594,Intrarea NICOLAE VERMONT,1,S+P+4E,Sector 2,București,1935,,,,1993,Mircea PERJESCU,
RS2,NO,44.435743,26.109954,Intrarea NICOLAE VERMONT,3,S+P+2E+Ma,Sector 2,București,1935,,,,1993,Niculaie TUDOSE,
U1,NO,44.435585,26.109594,Intrarea NICOLAE VERMONT,6,S+P+2E,Sector 2,București,1930,4,489,489,1993,Mircea CONDRUT,
RS3,NO,44.435585,26.109594,Intrarea NICOLAE VERMONT,7,S+P+2E+Ma,Sector 2,București,1936,,,,1993,Ion VARSA,
U2,NO,44.442489,26.116812,Intrarea PROCOPIE DUMITRESCU,3,S+P+2E,Sector 2,București,1930,4,509,509,1993,Adina SIMION,
RS1,NO,44.415483,26.078567,Intrarea PROGRESULUI,17C,S+P+2E+Ma,Sector 1,București,1920,,,,1993,Emil COROIU,
U2,NO,44.436015,26.093387,Intrarea RIGAS,29B,P+S+6,Sector 1,București,1938,47,472,472,2007,Rodica VASILESCU,
C,YES_PUBLIC,44.4547297,26.0941105,Intrarea ROMA,3,Ds+P+2E+Ma,Sector 1,București,1937,2,424,424,1994,Silvia CARAMAN,AC 682/17/R/30489/2009 PVRTL nr.1/2011
U1,NO,44.431345,26.141561,Intrarea SECTORULUI,18 (apartament nr.20),P+Ma,Sector 3,București,1950,1,56,56,2012,Mircea BOLDISOR – BUTA Dinu CIOBOTARU,Încadrare în clasă de risc seismic în anul 2012
RS3,NO,,,Intrarea SFÂNTUL MINA,6,S+Ds+P+Ma,Sector 3,București,1900,,,,1993,Dan POPESCU,
RS3,NO,,,Intrarea SFÂNTUL MINA,7,S+P+1E; S+P,Sector 3,București,1894,,,,1993,Dan POPESCU,
RS3,NO,,,Intrarea SFÂNTUL MINA,8,S+P+1E,Sector 3,București,1903,,,,1993,Dan POPESCU,
U1,NO,44.418899,26.0909,Intrarea SLOBOZIA,6 (corp A+B),S+P; S+P+1E,Sector 4,București,1940,1,168,168,1993,Rodica VASILESCU,
U2,NO,44.438236,26.112771,Intrarea SPĂTARULUI,3,S+P+3E+Ma,Sector 2,București,1939,8,1376,1376,1997,Marin TEODOR,
RS2,NO,44.426767,26.102538,Intrarea ŞTAFETEI,1,S+P+2E,Sector 3,București,1933,,,,1993,Adina SIMION,
U2,NO,44.431805,26.128311,Intrarea ŞTAFETEI,2A,S+P+3E,Sector 3,București,1920,8,530,530,1993,Adina SIMION,
N/A,NO,44.464274,26.127452,Intrarea TEIUL DOAMNEI,1 (bloc 19),S+P+10E,Sector 2,București,1974,,,,1993,Elena DRAGOMIRESCU,
RS3,NO,44.434071,26.088008,Intrarea VASILE PĂUN,2,S+P+5E,Sector 5,București,1940,,,,1993,Mihai NAVODARIU,
U1,NO,44.436557,26.093383,Intrarea VICTOR EFTIMIU,9,S+P+8E,Sector 1,București,1935,88,7905,7905,1994,Nicolae TEMELCU,
RS3,NO,44.440925,26.127354,Intrarea VLADIMIR STREINU,12,S+P+2E,Sector 2,București,1937,,,,1993,Niculaie TUDOSE,
RS3,NO,44.440241,26.127456,Intrarea VLADIMIR STREINU,2,S+P+2E,Sector 2,București,1937,,,,1993,Niculaie TUDOSE,
RS2,NO,44.4458873,26.1001846,Piața ALEXANDRU LAHOVARI,1 (corp A),S+P+4E,Sector 1,București,1929,,2607,2607,1993,Dan POPESCU,
U1,NO,44.445136,26.100066,Piata ALEXANDRU LAHOVARI,5A,P+7E,Sector 1,București,1935,18,2955,2955,1997,Stelian PICULESCU,
U2,NO,44.4161367,26.0914899,Piața GĂRII FILARET,2,S+P+3E+Ma,Sector 4,București,1920,13,179,179,2018,Ionel BELGUN,
RS2,NO,44.44517554,26.08047394,Piaţa HARALAMBIE BOTESCU (fostă Piaţa MATACHE),11,S+P+2E,Sector 1,București,1925,,,,1993,Dan POPESCU,
RS1,NO,44.44522541,26.08016262,Piaţa HARALAMBIE BOTESCU (fostă Piaţa MATACHE),2,S+P+1E,Sector 1,București,1916,,,,1993,Horia DUGAN,
RS2,NO,44.43473,26.095103,Piața MIHAIL KOGALNICEANU (fostă Bulevardul REGINA ELISABETA),3 (36),S+P+4E,Sector 5,București,1930,,,,1993,Petre PINTEA,
N/A,NO,44.434342,26.087674,Piața MIHAIL KOGALNICEANU,7,S+P+2E,Sector 5,București,1933,,,,1996,Alexandru HRISTOFOROV,
RS2,NO,44.434641,26.087883,Piața MIHAIL KOGALNICEANU,"8 (corp central, sc.A+B+C)",S+P+6E,Sector 5,București,1959,,,,1993,Emilian TITARU,
RS2,NO,44.43029,26.096593,Piaţa NAŢIUNILE UNITE,3÷5,S+P+17E,Sector 4,București,1960,,,,1993,Mircea CONDRUT,
RS1,NO,44.437873,26.116383,Piata PACHE PROTOPOPESCU (fostă Bulevardul REPUBLICII),13 (90),S+P+3E+Ma,Sector 2,București,1925,,,,1993,Niculaie TUDOSE,
U1,NO,44.437793,26.116731,Piata PACHE PROTOPOPESCU,11,S+P+3E+Ma,Sector 2,București,1935,10,141,141,1993,Ion LUNGU,
U2,NO,44.437809,26.115871,Piaţa PACHE PROTOPOPESCU,15,S+P+6E,Sector 2,București,1940,40,3268,3268,2011,Mihai URSACHESCU,Încadrare în clasă de risc seismic în anul 2011
U2,NO,44.438165,26.115929,Piaţa PACHE PROTOPOPESCU,2,S+P+4E+Ma,Sector 2,București,1938,10,1201,1201,2001,Rodica VASILESCU,
U1,NO,44.447247,26.096811,Piaţa ROMANĂ (“LIBRĂRIA COPIILOR”),"9 (tr.I: sc.A, tr.II: sc.B+C, tr.III: sc.D)",S+P+9E,Sector 1,București,1960,156,4645,4645,2016,Mihai URSĂCHESCU,Reîncadrare în clasă de risc seismic în anul 2016 (stâlpii şi bulbii de la faţada tr.I au fost investigaţi în 1996 şi au fost încadraţi în RsI de expertul tehnic atestat M.D.R.A.P. Dan STĂNCIULESCU)
U1,NO,44.446552,26.096431,Piaţa ROMANĂ,1,S+P+1E+Ma,Sector 1,București,1907,5,800,800,1999,Mariana STOENESCU,
C,YES_PUBLIC,44.446552,26.096431,Piaţa ROMANĂ,5,S+P+1E+Ma,Sector 1,București,1900,11,1485,1485,1993,Armand NEFIAN,AC nr.110R/1997 PVRTL nr.230442/2000
U3,NO,44.445569,26.083551,Piaţa SFINŢII VOIEVOZI,2,S+P+Mz+5E+Ma,Sector 1,București,1947,22,1586,1586,1996,Alexandru HRISTOFOROV,
RS3,NO,44.403709,26.05801,Soseaua ALEXANDRIEI,76 (bloc PC8),S+P+11E,Sector 5,București,1975,,,,1993,Cristian ENESCU,
N/A,NO,44.474102,26.151043,Soseaua ANDRONACHE,105,S+P,Sector 2,București,,,,,1997,Horia DUGAN,
U1,NO,44.479074,26.037798,Soseaua CHITILEI,73,S+P+1E,Sector 1,București,1935,2,275,275,1993,Constantin ARIENESCU,
N/A,NO,44.451125,26.124924,Soseaua COLENTINA,1 (bloc 34),S+P+10E,Sector 2,București,1972,320,374,374,1991,Mihai NAVODARIU,
U2,NO,44.453719,26.126871,Soseaua COLENTINA,11 (bloc R26),S+P+10E,Sector 2,București,1960,88,6908,6908,2000,Mircea CONDRUT,
U2,NO,44.455038,26.127841,Soseaua COLENTINA,21 (bloc R24),S+P+10E,Sector 2,București,1969,88,6952,6952,2000,Dan POPESCU,
U4,NO,44.4554199,26.128443,Soseaua COLENTINA,23B (bloc 1B – IRTA),S+P+11E,Sector 2,București,1977,55,6,6,2010,Mihai URSACHESCU,
U2,NO,44.457742,26.129684,Soseaua COLENTINA,31 (bloc R48),S+P+10E,Sector 2,București,1969,88,682,682,2000,Mircea CONDRUT,
U2,NO,44.457959,26.130141,Soseaua COLENTINA,33 (bloc OD42),S+P+10E,Sector 2,București,1970,44,3135,3135,2000,Mihai NAVODARIU,
RS3,NO,44.458562,26.130536,Soseaua COLENTINA,37 (bloc OD43),S+P+10E,Sector 2,București,1968,44,325,325,1993,Mihai NAVODARIU,
U2,NO,44.458994,26.130532,Soseaua COLENTINA,39 (bloc R14),S+P+10E,Sector 2,București,1969,88,682,682,2000,Dan POPESCU,
U2,NO,44.453145,26.126444,Soseaua COLENTINA,5 (bloc R27),S+P+10E,Sector 2,București,1969,88,6908,6908,2000,Dan POPESCU,
RS1,NO,44.460708,26.13168,Soseaua COLENTINA,51 (bloc R11),S+P+10E,Sector 2,București,1962,88,682,682,1993,Adina SIMION,
U2,NO,44.453333,26.126856,Soseaua COLENTINA,7 (bloc OD40),S+P+10E,Sector 2,București,1968,44,325,325,2000,Adina SIMION,
RS3,NO,44.455415,26.129791,Soseaua COLENTINA,8 (bloc S5),S+P+10E,Sector 2,București,1967,,1232,1232,1993,Adina SIMION,
N/A,NO,44.466725,26.137963,Soseaua COLENTINA,81 (bloc 84),S+P+10…11E,Sector 2,București,1982,,,,1993,Mariana SUCEVEANU,
U2,NO,44.453686,26.126376,Soseaua COLENTINA,9 (bloc OD56),S+P+10E,Sector 2,București,1968,44,3201,3201,2000,Adina SIMION,
N/A,NO,44.468526,26.142394,Soseaua COLENTINA,95 (bloc 93),P+10,Sector 2,București,1977,,,,1993,Mariana. SUCEVEANU,
RS2,NO,44.43743,26.068044,Soseaua COTROCENI,18,S+P+4E+Ma,Sector 6,București,1925,,1393,1393,1995,Mihai URSACHESCU,
U2,NO,44.4368418,26.06556968,Șoseaua COTROCENI,32 (corp B),S+P+1E,Sector 6,București,1937,,,,2017,Constantin FIRTEA,
RS2,NO,44.437755,26.069199,Soseaua COTROCENI,9,S+P+4E+Ma,Sector 6,București,1922,,1341,1341,1995,Mihai URSACHESCU,
RS3,NO,44.443078,26.166271,Soseaua FUNDENI,2 (bloc 11B),S+P+14E,Sector 2,București,1975,,6487,6487,1995,Mircea NEICU,
U2,NO,44.38993,26.091847,Șoseaua GIURGIULUI,120A (bloc 13),S+P+16E,Sector 4,București,1963,369,18706,18706,2000,Silvia CARAMAN,
U2,NO,44.386035,26.091325,Șoseaua GIURGIULUI,126 (bloc 7),S+P+7E,Sector 4,București,1962,256,1784,1784,2001,Alexandru BRANZEI,
RS3,NO,44.3752648,26.0906007,Șoseaua GIURGIULUI,220,S+P,Sector 4,București,1938,,,,1993,Dan STANCIULESCU,
U1,NO,44.398081,26.096049,Șoseaua GIURGIULUI,38 (corp A+B),S+P+2E,Sector 4,București,1937,8,756,756,1993,Cristian BALAN,
U2,NO,44.394793,26.093957,Șoseaua GIURGIULUI,72÷86 (bloc B),S+P+8E,Sector 4,București,1964,196,13167,13167,2001,Alexandru BRANZEI,
RS3,NO,44.442711,26.148511,Soseaua IANCULUI,128 (bloc G),S+P+10E,Sector 2,București,1978,,,,1993,Mircea CONDRUT,
RS3,NO,44.442742,26.1448371,Soseaua IANCULUI,39 (bloc 103A),S+P+9 … 10E,Sector 2,București,1977,,,,1993,Ion LUNGU,
RS3,NO,44.442681,26.145766,Soseaua IANCULUI,47 (bloc 102C),S+P+10E,Sector 2,București,1976,,,,1993,Ion LUNGU,
RS3,NO,44.4429544,26.1469526,Soseaua IANCULUI,53 (bloc 102B),S+P+10 … 11E,Sector 2,București,1977,,,,1993,Mircea CONDRUT,
RS3,NO,44.443228,26.147477,Soseaua IANCULUI,57 (bloc 101B),S+P+8E,Sector 2,București,1978,,,,1993,Ion LUNGU,
RS3,NO,44.443108,26.148354,Soseaua IANCULUI,59 (bloc 101A),S+P+10E,Sector 2,București,1979,,,,1993,Ion LUNGU,
U2,NO,44.4402157,26.1350167,Șoseaua MIHAI BRAVU,107÷119,S+P+10E,Sector 2,București,1963,269,21208,21208,2001,Dan POPESCU,
N/A,NO,44.43904,26.136087,Soseaua MIHAI BRAVU,125,S+P+9E,Sector 2,București,,,,,1995,Mircea NEICU,
RS3,NO,44.43676,26.136561,Soseaua MIHAI BRAVU,147÷169 (bloc D5),S+P+8E,Sector 2,București,1960,,8787,8787,1995,Dan POPESCU,
RS3,NO,44.445938,26.126976,Soseaua MIHAI BRAVU,29 (bloc P3),S+P+10E,Sector 2,București,1963,,,,1993,Dan POPESCU,
RS3,NO,44.445525,26.1273,Soseaua MIHAI BRAVU,37,S+P+10E,Sector 2,București,1963,,,,1993,Constantin DRAGAN,
RS3,NO,44.445752,26.126606,Soseaua MIHAI BRAVU,42÷62,S+P+10E,Sector 2,București,1964,,,,1993,Dan POPESCU,
RS3,NO,44.443415,26.130532,Soseaua MIHAI BRAVU,57÷65,S+P+9E,Sector 2,București,1960,,,,1993,Dan POPESCU,
RS3,NO,44.444135,26.12801,Soseaua MIHAI BRAVU,64÷88,S+P+10E,Sector 2,București,1964,,,,1993,Dan POPESCU,
RS3,NO,44.443149,26.131097,Soseaua MIHAI BRAVU,67÷73,S+P+8…9E,Sector 2,București,1960,,,,1993,Dan POPESCU,
U3,NO,44.4425102,26.1321263,Soseaua MIHAI BRAVU,"75÷83 (bloc C17, sc.A+B+C)",S+P+9E,Sector 2,București,1961,,9108,9108,2009,Zefir APOSTOL,Încadrare în clasă de risc seismic în anul 2009
RS3,NO,44.442256,26.132746,Soseaua MIHAI BRAVU,85÷93,S+P+8…9E,Sector 2,București,1960,,,,1993,Dan POPESCU,
U2,NO,44.4429893,26.1291518,Soseaua MIHAI BRAVU,"90÷96 (bloc D17, tr.A+B+C)",S+P+10E,Sector 2,București,1963,147,1292,1292,2015,Mircea MIRONESCU,"Reîncadrare în clasă de risc seismic în anul 2015 + acordul asociaţiei proprietarilor (tronsonul A a fost încadrat iniţial în RsI de expertii tehnici atestat M.D.R.A.P. Radu VĂCĂREANU, Alexandrina PRETORIAN, Dragoş BADEA; tronsoanele B + C au fost încadr"
RS1,NO,44.442215,26.130355,Soseaua MIHAI BRAVU,98÷106 (bloc D16),S+P+10E,Sector 2,București,1963,,,,1993,Adina SIMION,
N/A,NO,44.452048,26.077003,Soseaua NICOLAE TITULESCU,48 (corp A),S+P+2,Sector 1,București,,,,,1993,Mircea NEICU,
RS3,NO,44.452027,26.078519,Soseaua NICOLAE TITULESCU,56,S+P+1E,Sector 1,București,1920,,,,1993,Mircea NEICU,
N/A,NO,44.452552,26.072222,Soseaua NICOLAE TITULESCU,80 (bloc 1A),S+P+12E,Sector 1,București,1975,,,,1995,Dan POPESCU,
RS3,NO,44.452049,26.07692,Soseaua NICOLAE TITULESCU,88 (corp A),S+P+3E,Sector 1,București,1936,,,,1993,Mircea NEICU,
RS2,NO,44.396316,26.114827,Soseaua OLTENITEI,49 (bloc 7),S+P+9E,Sector 4,București,1964,40,3544,3544,1996,Niculaie TUDOSE,
RS3,NO,44.395981,26.115699,Soseaua OLTENITEI,55 (bloc 2),S+P+9E,Sector 4,București,1962,144,8613,8613,1996,Marin TEODOR,
RS2,NO,44.395915,26.115873,Soseaua OLTENITEI,57 (bloc 8),S+P+9E,Sector 4,București,1963,40,3544,3544,1996,Niculaie TUDOSE,
RS2,NO,44.395595,26.116705,Soseaua OLTENITEI,65 (bloc 9),S+P+9E,Sector 4,București,1963,40,3544,3544,1996,Niculaie TUDOSE,
RS3,NO,44.395429,26.117136,Soseaua OLTENITEI,69 (bloc 4),S+P+9E,Sector 4,București,1962,144,8613,8613,1996,Marin TEODOR,
RS3,NO,44.394696,26.119109,Soseaua OLTENITEI,81 (bloc 6),S+P+9E,Sector 4,București,1962,144,8613,8613,1996,Marin TEODOR,
U3,NO,44.3955086,26.1200203,Soseaua OLTENITEI,83 (bloc 12),S+P+9E,Sector 4,București,1963,40,3544,3544,2011,Gheorghe SARBU,Încadrare în clasă de risc seismic în anul 2011
U1,NO,44.427583,26.066144,Soseaua PANDURI (UNIVERSITATEA BUCUREŞTI – Facultatea de Chimie),90 (corp A),Ds+P+1E+Ma,Sector 5,București,1926,,383,383,2015,Constantin FIRŢEA,Încadrare în clasă de risc seismic în anul 2015
RS2,NO,44.424712,26.071214,Soseaua PANDURI,10,S+P+2E+Ma,Sector 5,București,1938,,,,1993,Niculaie TUDOSE,
RS3,NO,44.425846,26.069189,Soseaua PANDURI,24,S+P,Sector 5,București,1926,,,,1993,Cristian BALAN,
U2,NO,44.426587,26.067785,Soseaua PANDURI,30,S+P+2E+Ma,Sector 5,București,1920,4,473,473,2016,Anatolie CAZACLIU,Reîncadrare în clasă de risc seismic în anul 2016 + acordul proprietarilor (imobilul a fost încadrat iniţial în RsI de expertul tehnic atestat M.D.R.A.P. Alexandru BRÂNZEI)
U1,NO,44.426913,26.067229,Soseaua PANDURI,36,S+P+4E,Sector 5,București,1938,11,602,602,2004,Rodica VASILESCU,
RS3,NO,44.443651,26.146992,Soseaua PANTELIMON,144 (bloc 102A),S+P+10 … 11E,Sector 2,București,1977,,,,1993,Mircea CONDRUT,
U2,NO,44.443912,26.152146,Soseaua PANTELIMON,235 (bloc 67),S+P+14E,Sector 2,București,1976,178,1551,1551,2000,Emilian TITARU,
RS3,NO,44.443653,26.153067,Soseaua PANTELIMON,237 (bloc 65),S+P+10E,Sector 2,București,1976,,,,1993,Mircea CONDRUT,
U3,NO,44.4434376,26.1581615,Soseaua PANTELIMON,247 (bloc 54),S+P+Mz+18E,Sector 2,București,1979,102,15226,15226,2013,Mihai VOICULESCU,Încadrare în clasă de risc seismic RsIII spre RsIV în anul 2013
RS3,NO,44.442807,26.155832,Soseaua PANTELIMON,254 (tronson I+II+III),S+P+11 … 12E,Sector 2,București,1974,169,,,1995,Cristian BALAN,
RS3,NO,44.4428539,26.166707,Soseaua PANTELIMON,285 (bloc 11A),S+P+9 … 11E,Sector 2,București,1976,,,,1993,Mircea CONDRUT,
RS3,NO,44.44225,26.162671,Soseaua PANTELIMON,286 (bloc 41),S+P+10E,Sector 2,București,1972,,,,1993,Dan POPESCU,
U3,NO,44.4425633,26.1695533,Soseaua PANTELIMON,287 (bloc 10),S+P+10E,Sector 2,București,1975,160,1573,1573,2013,Gavril POP,Încadrare în clasă de risc seismic RsIII în anul 2013 (documentaţie tehnico economică elaborată pentru creşterea eficienţei energetice a construcţiei)
RS2,NO,44.443718,26.149161,Soseaua PANTELIMON,33,S+P+1E,Sector 2,București,1914,,,,1993,Niculaie TUDOSE,
RS2,NO,44.441323,26.170751,Soseaua PANTELIMON,330 (bloc 31),S+P+10E,Sector 2,București,1974,,,,1993,Dan POPESCU,
RS2,NO,44.441351,26.171414,Soseaua PANTELIMON,332 (bloc 32),S+P+10E,Sector 2,București,1974,,,,1993,Dan POPESCU,
RS2,NO,44.441158,26.171845,Soseaua PANTELIMON,334 (bloc 30),S+P+10E,Sector 2,București,1974,,,,1993,Dan POPESCU,
RS3,NO,44.440777,26.179456,Soseaua PANTELIMON,354 (bloc 2),S+P+10E,Sector 2,București,1974,320,27864,27864,1995,Nicolae TEMELCU. Mircea CONDRUT,
U3,NO,44.465148,26.07994,Soseaua PAVEL DIMITRIEVICI KISELEFF,22,S+P+2E,Sector 1,București,1961,9,1893,1893,1997,Marin TEODOR,
RS2,NO,44.463447,26.079903,Soseaua PAVEL DIMITRIEVICI KISELEFF,35÷37,S+P+Ma,Sector 1,București,1930,,,,1993,Gabriel NICULESCU,
RS2,NO,44.453211,26.107888,Soseaua STEFAN CEL MARE,15,S+P+8E,Sector 2,București,1968,,,,1993,Mircea NEICU,
RS2,NO,44.453126,26.110653,Soseaua STEFAN CEL MARE,17,S+P+7E,Sector 2,București,1960,,,,1993,Dan POPESCU,
U2,NO,44.452697,26.104263,Şoseaua ŞTEFAN CEL MARE,18,S+P+6E,Sector 2,București,1957,21,1782,1782,2001,Adina SIMION,
U2,NO,44.45272,26.104481,Şoseaua ŞTEFAN CEL MARE,20,P+3E,Sector 2,București,1936,6,115,115,2010,Mihai URSACHESCU,
RS2,NO,44.452902,26.115649,Soseaua STEFAN CEL MARE,23,S+P+6E,Sector 2,București,1959,,42,42,1993,Silvia CARAMAN,
RS1,NO,44.452871,26.116495,Soseaua STEFAN CEL MARE,25,S+P+9E,Sector 2,București,1962,114,8886,8886,1993,Gheorghe AFANASENCO,
U2,NO,44.452755,26.117271,Şoseaua ŞTEFAN CEL MARE,27,S+P+6E,Sector 2,București,1960,49,343,343,2000,Rodica VASILESCU,
RS2,NO,44.452624,26.118222,Soseaua STEFAN CEL MARE,"29 (bloc 29, tronson A, sc A+B)",S+P+9E,Sector 2,București,1962,,,,1993,Gabriel NICULESCU,
RS2,NO,44.452356,26.119577,Soseaua Stefan cel Mare,"31 (bloc 29, tronson B+C, sc 1, 2 ,3 ,4)",S+P+9E,Sector 2,București,1962,,,,1993,Gabriel NICULESCU,
U1,NO,44.452804,26.111683,Şoseaua ŞTEFAN CEL MARE,"31 (bloc 29, tronson D- de capăt, scara 5)",S+P+9E,Sector 2,București,1963,33,217,217,1997,Marin TEODOR,
C,YES_PUBLIC,44.451936,26.12101,Şoseaua ŞTEFAN CEL MARE,"33 (bloc 30, tronson 2, scara 3)",S+P+9E,Sector 2,București,1963,169,13759,13759,1993,Marin TEODOR,"AC nr.502/46""S""/2016; PVRTL nr.126008/2018"
RS3,NO,44.451358,26.122495,Soseaua STEFAN CEL MARE,35,S+P+9E,Sector 2,București,1961,190,13796,13796,1995,Nicolae TEMELCU,
RS2,NO,44.450968,26.12331,Soseaua STEFAN CEL MARE,37,S+P+6E,Sector 2,București,1957,,,,1993,Mircea NEICU,
RS2,NO,44.452635,26.11098,Soseaua STEFAN CEL MARE,40,S+P+6E,Sector 2,București,1965,,,,1993,Mircea NEICU,
U2,NO,44.452604,26.112002,Şoseaua ŞTEFAN CEL MARE,42,S+P+6E,Sector 2,București,1960,24,3269,3269,2001,Rodica VASILESCU,
U2,NO,44.453326,26.101713,Şoseaua ŞTEFAN CEL MARE,5,S+P+8E,Sector 2,București,1962,134,173,173,1997,Marin TEODOR,
RS3,NO,44.437846,26.170737,Soseaua VERGULUI,11 (bloc H1),S+P+11E,Sector 2,București,1975,,,,1993,Stefan.MIHAILESCU,
RS3,NO,44.437779,26.170708,Soseaua VERGULUI,13 (bloc H2),S+P+10E,Sector 2,București,1978,,,,1993,Mircea NEICU,
U3,NO,44.439825,26.181839,Soseaua VERGULUI,67 (bloc 15D),S+P+18E,Sector 2,București,1977,98,13475,13475,2012,Vasile BOGDAN,Încadrare în clasă de risc seismic în anul 2012
RS3,NO,44.408069,26.091624,Soseaua VIILOR,94,S+P+3E,Sector 5,București,1924,,,,1993,Mircea NEICU,
